scat SCAT WCSTools 3.9.5, 30 March 2017, Jessica Mink (jmink@cfa.harvard.edu)
 BSC   0.0000000   0.0000000 J2000 r= 180.00 at epoch 2000.0000
BSC_number    RA2000     Dec2000     Mag Type  Arcsec
  0488   25.7433333  61.4216667   6.34  B7  232115.23
  0489   25.3579167   5.4875000   4.44  K3  93263.15
  0490   25.5145833  35.2455556   5.64  B9  153072.59
  0491   25.8320833  60.5511111   5.78  B8  229447.01
  0492   25.4362500 -11.3247222   5.75  F5  99681.18
  0493   25.6241667  20.2686111   5.24  K1  116064.76
  0494   25.3637500 -38.1330556   6.17  F2  160932.22
  0495   25.8187500  45.3222222   6.34  K2  182639.88
  0496   25.9150000  50.6886111   4.07  B2  198942.22
  0497   25.5358333 -32.3269444   5.25  K0  145144.41
  0498   25.5125000 -36.8325000   5.72  A1  157505.25
  0499   26.0745833  57.5363889   6.21  A3  220230.60
  0500   25.6812500  -3.6902778   4.99  K3  93337.95
  0501   25.4212500 -50.0388889   6.64  A3  196357.61
  0502   26.1920833  57.0891667   6.25  A2  218954.72
  0503   25.9583333  32.1916667   6.34  G8  145645.37
  0504   26.1104167  46.1397222   6.35  K5  185485.61
  0505   25.4500000 -60.7894444   5.71  K2  229873.65
  0506   25.6220833 -53.7405556   5.52  F9  207980.69
  0507   25.9783333  -4.7655556   6.19  K0  94974.91
  0508   26.2325000  20.0830556   6.27  G3  117354.80
  0509   26.0170833 -15.9375000   3.50  G8  108783.34
  0510   26.3483333   9.1577778   4.26  G8  100031.62
  0511   26.9366667  63.8522222   5.63  K0  240718.99
  0512   24.4816667 -82.9750000   5.87  G2  300993.68
  0513   26.4970833  -5.7333333   5.34  K4  97438.88
  0514   26.4116667 -25.0525000   5.31  F1  128775.06
  0515   26.6470833  17.4130556   6.55  A9  113326.73
  0516   25.3387500 -79.1483333   6.33  G6  288731.52
  0517   26.5041667 -27.3491667   6.39  F2  134484.34
  0518   26.9500000  46.2297222   6.32  F6  186942.64
  0519   26.5241667 -50.8163889   5.49  M3  200074.90
  0520   26.5262500 -53.5219444   5.04  A1  208310.53
  0521   27.1620833  37.9527778   5.94  K0  163611.99
  0522   27.0454167  16.9555556   5.84  B9  113679.60
  0523   27.1733333  32.6902778   5.79  F8  149475.24
  0524   26.8200000 -41.7600000   6.18  K5  173750.48
  0525   24.3666667 -84.7697222   5.69  G8  306852.28
  0526   27.3154167  47.8969444   5.82  A3  192373.53
  0527   27.1083333   3.6855556   5.91  G9  98420.06
  0528   26.9491667 -37.1597222   6.32  K0  161033.42
  0529   27.7379167  51.9333333   5.90  F5  204932.95
  0530   27.5354167  22.2752778   5.86  K1  125495.71
  0531   27.3962500 -10.6863889   4.67  F3  105320.48
  0532   27.3312500 -31.0727778   6.34  K2  145643.88
  0533   27.9970833  55.1475000   5.52  B1  214905.59
  0534   27.7166667  11.0433333   5.94  F2  106822.47
  0535   27.4533333 -38.4038889   6.37  F8  165386.76
  0536   28.0391667  50.7927778   5.79  B9  201913.55
  0537   27.5841667 -47.8163889   6.14  K1  192508.50
  0538   28.2116667  51.4747222   6.26  A3  204158.06
  0539   27.8650000 -10.3350000   3.73  K0  106470.94
  0540   28.4520833  55.5980556   6.45  A5  216772.62
  0541   27.7270833 -50.2061111   5.94  A1  199767.57
  0542   28.5987500  63.6700000   3.38  B3  241492.44
  0543   28.3220833  40.7297222   5.40  K1  173367.44
  0544   28.2704167  29.5788889   3.41  F6  144032.37
  0545   28.3825000  19.2958333   4.83  B9  121907.14
  0546   28.3825000  19.2936111   4.75  A1  121902.97
  0547   28.2170833 -16.9291667   5.80  F0  117158.71
  0548   29.0000000  68.6852778   4.99  B8  257267.00
  0549   28.3887500   3.1875000   4.62  K0  102788.40
  0550   26.9437500 -80.1766667   6.06  F0  292506.70
  0551   28.7241667  40.7019444   6.24  K2  173992.90
  0552   28.7395833  37.1283333   6.26  K0  164330.86
  0553   28.6600000  20.8080556   2.64  A5  125605.29
  0554   28.3466667 -38.5947222   6.10  K1  167540.69
  0555   28.4116667 -46.3025000   4.41  M4  189291.65
  0556   28.9766667  37.2777778   5.89  M0  165186.41
  0557   29.0387500  37.2516667   5.67  K0  165237.22
  0558   28.5916667 -42.4969444   5.11  A3  178754.93
  0559   28.9625000  23.5772222   5.74  K1  132077.53
  0560   28.9741667   1.8497222   6.01  F7  104500.94
  0561   29.6387500  61.6980556   6.02  B5  236390.88
  0562   29.4850000  41.6944444   6.78  B8  178052.09
  0563   29.3379167  17.8175000   5.10  K1  122069.39
  0564   29.4325000  27.8044444   5.82  M2  142602.72
  0565   29.1675000 -22.5269444   4.85  K4  130455.16
  0566   28.9895833 -51.6088889   3.70  G8  205549.68
  0567   29.9083333  64.6213889   5.26  A0  245486.41
  0568   29.6400000  49.2041667   5.69  K0  199432.77
  0569   29.4820833  23.5961111   4.79  F0  133511.33
  0570   28.7337500 -67.6472222   4.69  G8  253871.89
  0571   28.9433333 -60.8613889   6.06  F0  233205.36
  0572   30.7383333  77.9163889   6.04  K0  286683.76
  0573   29.2504167 -51.7661111   6.10  F6  206348.19
  0574   29.2916667 -47.3850000   4.83  G8  193707.27
  0575   30.4891667  70.9069444   4.54  A3  265060.68
  0576   29.6112500 -33.0666667   6.35  K0  155634.95
  0577   29.8987500  21.0583333   5.87  K0  129602.01
  0578   29.8579167  12.2947222   6.09  A6  115462.84
  0579   30.7937500  73.8505556   6.23  A5  274235.82
  0580   30.8587500  72.4213889   3.98  A2  269905.99
  0581   31.2808333  77.2813889   5.38  F0  284956.78
  0582   30.0383333   3.0972222   5.88  G2  108657.92
  0583   29.9420833 -20.8244444   5.41  M1  129281.55
  0584   29.4733333 -65.4247222   6.37  G8  247582.30
  0585   30.0012500 -21.0777778   4.00  M0  129931.20
  0586   30.7195833  64.9013889   6.00  A1  247008.93
  0587   30.1120833  -8.5236111   5.51  M3  112269.49
  0588   29.9116667 -42.0305556   5.57  K1  179715.13
  0589   30.7512500  64.3900000   5.58  B8  245497.81
  0590   30.5754167  54.4875000   5.04  B8  215972.58
  0591   29.6925000 -61.5697222   2.86  F0  236053.00
  0592   31.3800000  76.1150000   5.22  G8  281440.45
  0593   28.9604167 -78.3483333   6.16  F5  287359.20
  0594   30.3112500 -30.0016667   5.35  G5  149814.04
  0595   30.5116667   2.7636111   5.23  A3  110248.39
  0596   30.5116667   2.7636111   4.33  A0  110248.39
  0597   32.3554167  81.2958333   6.05  A1  297559.27
  0598   31.1670833  65.1033333   6.52  A0  247990.86
  0599   30.7416667  33.2838889   5.50  A2  158651.28
  0600   29.9212500 -66.0663889   6.10  K1  249891.97
  0601   30.6466667  13.4766667   5.94  M2  119567.59
  0602   30.4266667 -44.7136111   5.14  K5  187957.68
  0603   30.9750000  42.3297222   2.26  K3  182393.77
  0604   30.9779167  42.3308333   4.84  B8  182401.92
  0605   30.9137500  25.9355556   5.63  F8  142228.93
  0606   30.6170833 -29.6650000   6.42  A3  149760.62
  0607   30.7987500   0.1283333   5.43  A5  110876.37
  0608   30.7441667 -15.3058333   5.86  G3  122423.47
  0609   30.9275000  18.2533333   6.21  K4  127608.72
  0610   30.9508333  -0.3402778   5.93  G5  111429.07
  0611   30.9187500  -4.1036111   5.62  K5  112187.29
  0612   31.1225000 -29.2969444   4.69  B9  150141.26
  0613   31.6412500  22.6483333   5.03  A2  137572.90
  0614   31.5512500   8.2475000   6.31  M2  117012.46
  0615   31.7050000  25.7047222   6.15  B9  143829.79
  0616   31.6220833   0.0350000   6.28  K0  113839.56
  0617   31.7933333  23.4625000   2.00  K2  139567.20
  0618   32.1687500  58.4236111   5.67  A1  229279.23
  0619   32.1400000  44.4594444   6.42  G8  190140.55
  0620   32.1220833  37.8591667   4.82  A5  172930.76
  0621   32.5325000  53.8430556   6.31  G8  216613.89
  0622   32.3858333  34.9872222   3.00  A5  166403.92
  0623   32.3554167  25.9397222   4.98  F2  146042.92
  0624   32.3462500  17.2244444   6.43  F5  130326.61
  0625   32.1904167 -17.7794444   6.10  M2  130702.74
  0626   33.3383333  74.0277778   6.29  G8  276154.05
  0627   32.8708333  57.6458333   6.36  B5  227844.79
  0628   32.7200000  39.0394444   5.63  B9  177107.78
  0629   32.7237500  39.0430556   6.10  A1  177124.37
  0630   32.3950000 -24.3458333   6.48  F4  142956.13
  0631   32.6566667  19.5002778   5.70  M3  134907.40
  0632   32.2887500 -43.5166667   5.85  K1  187885.80
  0633   32.8000000  25.9369444   6.02  K4  147224.92
  0634   32.8541667  31.5263889   6.23  A1  159371.02
  0635   32.8379167   8.5697222   5.63  G0  121738.29
  0636   32.5204167 -43.8155556   6.32  G8  189086.23
  0637   32.6066667 -50.8244444   6.12  K1  208260.30
  0638   32.8425000 -10.0522222   6.01  F5  123051.48
  0639   32.8991667  -1.8252778   5.93  G9  118598.68
  0640   33.6212500  66.5244444   6.07  G0  254256.71
  0641   33.4229167  58.5611111   6.44  A3  231096.78
  0642   33.0929167  30.3030556   4.94  G5  157215.12
  0643   33.3054167  44.2316667   4.83  K3  191567.33
  0644   33.1562500  24.1677778   5.96  K0  144717.59
  0645   33.4012500  51.0658333   5.31  G8  210083.15
  0646   33.2004167  21.2108333   5.27  F5  139437.42
  0647   33.5108333  47.4841667   6.06  F4  200535.38
  0648   33.2637500  15.2797222   5.71  M0  130446.79
  0649   33.2500000   8.8466667   4.37  G6  123392.51
  0650   33.1979167  -2.3936111   5.54  F8  119787.26
  0651   33.2537500 -21.0002778   5.86  G9  139229.25
  0652   33.2270833 -30.7238889   5.28  B9  158473.29
  0653   33.9912500  47.8113889   6.33  G9  202190.59
  0654   34.2154167  57.0552778   6.48  B1  227790.02
  0655   33.9841667  33.3588889   5.28  A0  166196.11
  0656   33.9416667  25.7830556   5.79  F6  150002.50
  0657   33.9283333  25.0430556   5.58  F6  148533.47
  0658   33.8679167  -9.4655556   6.55  A0  126047.73
  0659   33.6333333 -41.1666667   5.91  G8  184273.64
  0660   34.2633333  34.2241667   4.87  G0  168817.90
  0661   34.4995833  57.8997222   5.75  K3  230497.77
  0662   34.5187500  57.5166667   5.98  G7  229451.19
  0663   34.3891667  44.3069444   6.70  M7  193698.24
  0664   34.3287500  33.8472222   4.01  A1  168107.93
  0665   34.2933333  23.7677778   6.55  G9  147164.21
  0666   34.2458333  -6.4222222   5.51  G8  125173.69
  0667   33.5612500 -67.8416667   5.55  M1  258054.96
  0668   35.0537500  64.3372222   6.60  B9  249249.51
  0669   34.5312500  19.9011111   5.62  A1  141225.85
  0670   34.8200000  47.3800000   5.30  A1  202420.12
  0671   34.7954167  46.4725000   6.21  A4  200011.95
  0672   34.5058333   1.7577778   5.58  G0  124362.12
  0673   34.8445833  48.9552778   6.37  F4  206604.90
  0674   34.1275000 -51.5122222   3.56  B8  212367.31
  0675   34.7375000  28.6425000   5.03  A2  157844.14
  0676   34.7416667  23.1677778   6.46  A1  147363.01
  0677   34.9054167  39.8350000   6.63  B8  183486.79
  0678   33.8687500 -67.7463889   5.69  K2  258021.33
  0679   35.1725000  47.3108333   6.11  B5  202832.62
  0680   35.0183333  30.1883333   6.47  K0  161769.16
  0681   34.8362500  -2.9775000   3.04  M7  125810.05
  0682   35.2425000  50.1513889   5.59  B9  210401.05
  0683   34.7437500 -25.9455556   6.34  G5  152507.24
  0684   34.9200000  -4.3455556   6.50  A3  126558.88
  0685   35.5891667  55.8455556   5.17  A2  226205.34
  0686   34.8529167 -41.8483333   6.37  K2  188341.21
  0687   35.7095833  41.3963889   5.82  F0  188908.46
  0688   34.9762500 -55.9447222   5.81  K5  225672.99
  0689   35.4858333   0.3958333   5.28  M2  127755.90
  0690   35.9658333  55.3644444   6.28  F7  225404.66
  0691   35.5516667  -0.8850000   5.42  F0  128020.43
  0692   35.5058333 -10.7777778   5.46  F0  132835.99
  0693   35.5208333 -17.6622222   5.87  K0  140926.10
  0694   36.1037500  50.0066667   5.19  G8  211380.35
  0695   35.6358333 -23.8163889   5.20  G0  151082.06
  0696   36.3166667  56.6100000   6.25  B2  229236.11
  0697   35.7408333 -18.3544444   6.22  G5  142604.65
  0698   35.5491667 -43.2000000   6.31  K0  193041.40
  0699   36.4058333  50.2786111   4.71  K4  212569.67
  0700   35.7770833 -37.5763889   6.53  K2  179946.38
  0701   35.7275000 -51.0922222   5.92  A5  213641.80
  0702   36.2041667  10.6105556   5.47  B7  135078.96
  0703   36.0837500 -25.8475000   6.44  K3  156020.02
  0704   36.2433333  -2.7800000   6.33  A0  130806.78
  0705   35.4370833 -68.6594444   4.09  A3  261909.59
  0706   36.1408333 -40.8405556   6.18  G2  188429.69
  0707   37.2666667  67.4025000   4.52  A5  259897.29
  0708   36.4875000 -12.2905556   4.89  B9  137619.07
  0709   36.9658333  50.5697222   6.12  F4  214215.83
  0710   36.5012500 -15.3411111   5.83  A6  141036.21
  0711   36.7791667  27.0133333   6.18  K5  160107.04
  0712   36.8654167  31.8013889   5.54  K1  169778.69
  0713   36.6466667 -20.0427778   5.88  K2  147904.58
  0714   36.2245833 -60.3119444   5.35  F2  239221.21
  0715   35.7179167 -73.6458333   5.01  K1  276425.06
  0716   37.3541667  55.5363889   6.51  A2  227764.24
  0717   37.0416667  29.6694444   5.29  F0  165917.46
  0718   37.0395833   8.4600000   4.28  B9  136288.87
  0719   37.0000000   1.9608333   6.45  K0  133360.20
  0720   37.2020833  29.9319444   5.89  G0  166855.03
  0721   36.7462500 -47.7038889   4.25  B5  206525.11
  0722   36.3595833 -66.4947222   6.41  M5  256555.31
  0723   37.3066667  23.4688889   6.19  A5  155328.33
  0724   37.0070833 -33.8111111   5.14  A2  174355.96
  0725   37.3970833   9.5658333   6.07  K2  138337.75
  0726   37.5691667  33.8338889   6.25  K1  175761.47
  0727   37.1475000 -31.1025000   6.11  K2  169058.91
  0728   37.6350000  25.2350000   5.92  F6  159288.27
  0729   37.6600000  19.8552778   6.15  A9  150754.15
  0730   37.4808333 -22.6827778   6.77  A9  154550.38
  0731   37.7266667  17.7038889   6.23  G5  147985.97
  0732   37.6883333   0.2552778   6.00  A7  135680.65
  0733   37.5575000 -25.1863889   6.51  A9  158982.68
  0734   37.0183333 -64.2997222   6.37  A0  251069.56
  0735   37.6366667 -22.5455556   6.10  M1  154792.62
  0736   38.0258333  36.1472222   5.15  K5  181794.81
  0737   37.8754167   2.2672222   5.25  K3  136558.96
  0738   38.2187500  34.5425000   5.83  K0  178823.05
  0739   38.0391667  -1.0350000   5.35  G3  136984.01
  0740   38.0216667 -15.2447222   4.75  F4  145910.73
  0741   38.2254167  15.0347222   6.04  F8  146343.82
  0742   38.0616667 -36.4275000   6.30  G8  182486.40
  0743   39.5083333  72.8183333   5.16  G8  276572.89
  0744   38.2791667 -34.6500000   5.90  K0  179194.51
  0745   38.4175000 -20.0019444   6.21  K0  153315.36
  0746   38.8662500  39.6644444   6.36  B9  191429.99
  0747   39.4004167  65.7455556   5.78  K5  257372.95
  0748   38.9116667  37.3122222   5.71  K3  186358.96
  0749   38.4612500 -28.2325000   4.90  B9  166966.90
  0750   38.9450000  34.6875000   5.35  M3  180878.57
  0751   38.7670833   7.4713889   6.18  G6  141728.00
  0752   38.6779167  -7.8594444   5.75  K4  141643.44
  0753   39.0204167   6.8869444   5.82  K3  142300.06
  0754   38.9687500   5.5933333   4.86  G8  141497.24
  0755   38.4775000 -51.0936111   6.24  F6  217978.44
  0756   39.2383333  38.7327778   5.90  F5  190187.74
  0757   39.1787500  31.6075000   6.10  K0  175268.97
  0758   39.2604167  34.2638889   5.30  M4  180775.14
  0759   39.0000000  -7.8316667   5.53  M0  142759.21
  0760   39.3366667  39.8958333   6.54  B5  192967.85
  0761   39.2766667  32.8919444   6.25  F8  178048.27
  0762   38.3900000 -62.5869444   6.77  B9  247848.24
  0763   39.1579167  12.4475000   5.68  F7  146821.08
  0764   39.2404167  24.6483333   7.09  F4  162924.68
  0765   39.2520833  24.6475000   6.50  F6  162957.32
  0766   39.1462500   7.7297222   5.81  K0  143213.39
  0767   39.0387500 -30.0447222   5.75  G8  171903.00
  0768   39.5741667  37.7266667   6.18  F6  188767.29
  0769   39.6158333  38.0894444   6.30  B9  189641.06
  0770   39.5033333   7.6952778   6.39  F6  144450.46
  0771   39.4241667  -3.3961111   5.65  G5  142367.04
  0772   39.2441667 -34.5783333   5.79  G5  181379.48
  0773   39.7041667  21.9613889   5.43  A7  160118.94
  0774   41.9483333  81.4483333   5.78  G8  301141.13
  0775   39.6537500   3.4430556   6.21  G9  143202.10
  0776   37.9187500 -79.1094444   5.28  G8  293141.98
  0777   39.5779167 -30.1941667   5.83  F4  173615.59
  0778   39.3516667 -52.5430556   5.31  A6  223012.25
  0779   39.8708333   0.3286111   4.07  B2  143539.06
  0780   39.6033333 -37.9905556   6.49  G0  189400.02
  0781   39.8908333 -11.8722222   4.84  F5  148807.81
  0782   40.1712500  27.0608333   5.30  A3  169631.46
  0783   40.0654167   6.1119444   6.25  F3  145624.00
  0784   40.0512500  -9.4530556   5.78  F6  147485.24
  0785   40.7616667  55.1058333   5.77  B7  231562.56
  0786   40.0104167 -30.6338889   6.52  K0  175585.17
  0787   40.7487500  53.5261111   5.84  K0  227642.40
  0788   40.5620833  40.1938889   4.91  F9  196299.66
  0789   39.9500000 -42.8916667   4.75  A2  200988.81
  0790   40.3079167  -0.6958333   5.71  F7  145126.43
  0791   41.2070833  67.8247222   5.95  A5  264611.54
  0792   40.7579167  48.2655556   6.48  G5  214989.87
  0793   40.5916667  20.0116667   5.69  A0  160121.34
  0794   40.1666667 -39.8555556   4.11  K0  194695.47
  0795   40.4512500  -3.2133333   6.05  G9  146004.45
  0796   40.3916667 -14.5494444   5.98  F5  153021.19
  0797   40.6204167  10.7416667   6.30  A2  150398.56
  0798   39.8820833 -64.2819444   6.55  B8  253978.06
  0799   41.0500000  49.2283333   4.12  F8  217785.17
  0800   41.0216667  44.2969444   5.43  G0  206341.19
  0801   40.8629167  27.7072222   4.66  B3  172681.18
  0802   40.1650000 -54.5500000   5.21  F4  229284.75
  0803   40.9633333  25.6380556   6.35  A2  169542.43
  0804   40.8250000   3.2358333   3.47  A3  147350.24
  0805   40.5275000 -38.3838889   6.01  G8  192345.66
  0806   39.8975000 -68.2669444   4.11  B9  264586.44
  0807   40.5354167 -46.5244444   6.10  K1  210498.70
  0808   41.0795833  17.7638889   6.46  K2  158839.53
  0809   41.1370833  15.3116667   5.77  B9  156291.19
  0810   40.6395833 -50.8002778   5.41  G0  220827.86
  0811   41.0308333 -13.8586111   4.25  B7  154484.23
  0812   41.2400000  12.4458333   5.18  A7  153911.68
  0813   41.2354167  10.1141667   4.27  F0  152068.36
  0814   40.8345833 -40.5275000   6.36  B9  197619.23
  0815   42.2312500  69.6341667   6.18  A3  270242.74
  0816   41.3370833   4.7116667   6.03  F0  149604.16
  0817   41.0854167 -32.5250000   6.22  A1  181950.98
  0818   41.2758333 -18.5725000   4.47  F6  160449.19
  0819   41.7429167  35.9836111   6.25  G8  190295.88
  0820   41.7645833  35.5550000   6.30  A9  189503.55
  0821   41.0445833 -52.5705556   6.15  A2  225780.24
  0822   41.3187500 -46.2872222   6.85  K2  211443.60
  0823   40.8608333 -66.7144444   6.26  F5  261373.94
  0824   41.9770833  29.2472222   4.51  K1  178418.56
  0825   42.3783333  57.0841667   6.25  A5  238798.89
  0826   41.6883333 -21.6397222   6.49  F3  165748.07
  0827   41.7966667 -22.4855556   6.47  F2  167262.56
  0828   42.1337500  18.2836111   5.82  K1  162862.95
  0829   42.9945833  68.8886111   5.80  F5  269011.78
  0830   42.1912500  25.1880556   5.86  A0  172431.11
  0831   42.3629167  37.3261111   6.45  F6  194456.26
  0832   41.9833333 -12.4605556   6.90  M4  156463.45
  0833   41.3645833 -63.7044444   5.74  G8  254089.94
  0834   42.6741667  55.8955556   3.76  K3  236355.66
  0835   41.8904167 -35.5508333   6.51  K0  189804.43
  0836   42.3229167  17.4641667   5.22  B6  162531.95
  0837   41.3858333 -67.6166667   4.84  A2  264236.29
  0838   42.4958333  27.2605556   3.63  B8  176570.85
  0839   42.9395833  58.3147222   6.45  A1  242589.07
